SEQPLT,YEAR,PSTATABB,PNAME,ORISPL,LAT,LON,PLPRMFL,PLFUELCT,NAMEPCAP,COALFLAG,TOTALPOP,RAW_D_INDEX,RAW_D_LING,RAW_D_INCOME,RAW_D_MINOR,RAW_D_OVER64,RAW_D_UNDER5,RAW_D_LESSHS,N_D_INDEX_PER,N_D_LING_PER,N_D_INCOME_PER,N_D_MINOR_PER,N_D_OVER64_PER,N_D_UNDER5_PER,N_D_LESSHS_PER,S_D_INDEX_PER,S_D_LING_PER,S_D_INCOME_PER,S_D_MINOR_PER,S_D_OVER64_PER,S_D_UNDER5_PER,S_D_LESSHS_PER,N_D_INDEX,N_D_LING,N_D_INCOME,N_D_MINOR,N_D_OVER64,N_D_UNDER5,N_D_LESSHS,S_D_INDEX,S_D_LING,S_D_INCOME,S_D_MINOR,S_D_OVER64,S_D_UNDER5,S_D_LESSHS,DISTANCE
2971,2021,HI,Miki Basin,7264,20.79,-156.9342,DFO,OIL,10.4,,1912,0.5,0.12,0.18,0.82,0.26,0.04,0.12,74,87,34,84,83,45,61,54,85,52,49,77,49,80,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.47,0.06,0.22,0.78,0.18,0.06,0.08,3
2972,2021,HI,Na Pua Makani Wind Project,58837,21.666944,-157.97,WND,WIND,27.6,,4164,0.49,0.03,0.22,0.8,0.09,0.07,0.05,73,66,40,83,23,70,33,48,53,60,45,18,72,47,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.47,0.06,0.22,0.78,0.18,0.06,0.08,3
2973,2021,HI,Paia Hydroelectric Plant,58277,20.8867,-156.3378,WAT,HYDRO,1.3,,13509,0.44,0.02,0.24,0.64,0.16,0.06,0.08,69,62,43,75,54,58,49,31,48,65,25,41,61,67,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.47,0.06,0.22,0.78,0.18,0.06,0.08,3
2974,2021,HI,Pakini Nui Wind Farm,56378,18.9742,-155.6914,WND,WIND,21,,27,0.57,0.09,0.33,0.81,0.22,0.06,0.09,80,83,58,84,73,62,51,75,80,80,48,64,65,70,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.47,0.06,0.22,0.78,0.18,0.06,0.08,3
2975,2021,HI,Palaau Power Hybrid,792,21.106,-157.0647,DFO,OIL,17.1,,477,0.64,0.01,0.38,0.91,0.27,0.08,0.07,86,57,65,89,84,74,45,90,42,86,73,78,76,63,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.47,0.06,0.22,0.78,0.18,0.06,0.08,3
2976,2021,HI,Pearl City Peninsula Solar Park,58676,21.375556,-157.968056,SUN,SOLAR,1,,99123,0.52,0.06,0.18,0.85,0.2,0.07,0.08,76,76,34,86,66,67,48,59,69,52,56,56,70,67,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.47,0.06,0.22,0.78,0.18,0.06,0.08,3
2977,2021,HI,Port Allen (HI),6474,21.899583,-159.585042,DFO,OIL,89.5,,6629,0.58,0.05,0.26,0.9,0.15,0.08,0.11,81,74,47,88,49,73,61,76,65,69,67,35,75,80,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.47,0.06,0.22,0.78,0.18,0.06,0.08,3
2978,2021,HI,Port Allen Solar,58549,21.901944,-159.581667,SUN,SOLAR,6,,6554,0.58,0.05,0.26,0.89,0.15,0.08,0.11,81,74,47,88,49,73,61,76,65,68,67,35,75,80,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.47,0.06,0.22,0.78,0.18,0.06,0.08,3
2979,2021,HI,Puna,7130,19.6316,-155.0313,RFO,OIL,39.1,,3454,0.59,0.06,0.3,0.89,0.24,0.03,0.08,82,77,54,88,79,26,47,81,69,74,66,71,30,65,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.47,0.06,0.22,0.78,0.18,0.06,0.08,3
2980,2021,HI,Puna Geothermal Venture I,52028,19.478976,-154.888362,GEO,GEOTHERMAL,51,,3213,0.49,0.03,0.46,0.52,0.22,0.07,0.08,74,69,76,68,72,69,49,49,58,92,16,62,71,68,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.47,0.06,0.22,0.78,0.18,0.06,0.08,3
2981,2021,HI,Puueo,771,19.7264,-155.0908,WAT,HYDRO,3.1,,27619,0.59,0.04,0.36,0.81,0.21,0.05,0.08,82,70,63,84,72,47,46,81,60,84,47,61,52,65,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.47,0.06,0.22,0.78,0.18,0.06,0.08,3
2982,2021,HI,Schofield Generating Station,60328,21.4785,-158.0581,OBL,BIOMASS,50.4,,37400,0.47,0.04,0.28,0.69,0.09,0.12,0.07,72,71,51,77,23,90,43,41,61,72,30,18,89,62,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.47,0.06,0.22,0.78,0.18,0.06,0.08,3
2983,2021,HI,Tesoro Hawaii,10093,21.303229,-158.091438,WO,OIL,20,,20917,0.51,0.01,0.16,0.85,0.1,0.09,0.06,75,59,29,86,29,81,39,56,44,48,56,22,82,57,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.47,0.06,0.22,0.78,0.18,0.06,0.08,3
2984,2021,HI,W H Hill,772,19.7041,-155.0607,RFO,OIL,37.1,,30026,0.63,0.05,0.39,0.86,0.21,0.05,0.07,85,75,67,86,72,50,45,87,66,87,58,62,54,63,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.47,0.06,0.22,0.78,0.18,0.06,0.08,3
2985,2021,HI,Waiau Generating Station,766,21.388997,-157.961518,RFO,OIL,474.6,,106187,0.52,0.05,0.16,0.88,0.22,0.06,0.07,76,76,29,88,74,60,46,61,67,46,65,64,64,64,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.47,0.06,0.22,0.78,0.18,0.06,0.08,3
2986,2021,HI,Waiau Hydro,774,19.7203,-155.1189,WAT,HYDRO,1,,22841,0.57,0.03,0.35,0.78,0.21,0.04,0.06,80,69,61,82,70,42,41,76,57,83,43,60,46,59,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.47,0.06,0.22,0.78,0.18,0.06,0.08,3
2987,2021,HI,Waihonu North Solar,58655,21.470556,-158.013333,SUN,SOLAR,5,,76932,0.49,0.03,0.15,0.84,0.17,0.05,0.05,74,67,27,85,57,54,36,50,55,44,54,46,57,52,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.47,0.06,0.22,0.78,0.18,0.06,0.08,3
2988,2021,HI,Waihonu South Solar,58656,21.468889,-158.016389,SUN,SOLAR,1.5,,76605,0.49,0.03,0.15,0.84,0.17,0.05,0.05,74,67,27,85,57,54,35,49,55,43,53,45,57,51,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.47,0.06,0.22,0.78,0.18,0.06,0.08,3
2989,2021,HI,Wailuku River Hydroelectric,54827,19.712994,-155.14857,WAT,HYDRO,10.4,,10557,0.48,0.01,0.18,0.77,0.2,0.04,0.04,73,59,33,82,67,43,31,45,44,52,41,57,48,45,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.47,0.06,0.22,0.78,0.18,0.06,0.08,3
2990,2021,HI,Waimea,768,20.0252,-155.6955,DFO,OIL,7.5,,4559,0.4,0.02,0.19,0.61,0.22,0.06,0.06,65,62,35,73,73,63,41,24,48,54,22,64,66,58,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.47,0.06,0.22,0.78,0.18,0.06,0.08,3
2991,2021,HI,Wainiha Hydro,10413,22.196292,-159.556142,WAT,HYDRO,3.6,,676,0.5,0.1,0.35,0.66,0.17,0.05,0.23,74,85,61,76,57,53,84,54,82,83,27,46,56,96,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.47,0.06,0.22,0.78,0.18,0.06,0.08,3
2992,2021,HI,Waipio Peninsula,64190,21.363514,-157.985594,SUN,SOLAR,11,,93288,0.53,0.06,0.21,0.86,0.15,0.08,0.1,77,77,39,86,50,73,55,65,70,59,57,36,75,74,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.47,0.06,0.22,0.78,0.18,0.06,0.08,3
2993,2021,HI,Waipio Solar,60024,21.456,-157.982,SUN,SOLAR,45.9,,62077,0.49,0.02,0.11,0.87,0.18,0.06,0.04,74,64,19,87,60,56,28,50,50,32,61,48,60,41,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.47,0.06,0.22,0.78,0.18,0.06,0.08,3
2994,2021,HI,West Loch Solar One,61987,21.340339,-158.015084,SUN,SOLAR,20,,92471,0.53,0.04,0.18,0.88,0.11,0.08,0.08,77,72,33,87,30,75,48,63,61,52,63,23,76,66,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.47,0.06,0.22,0.78,0.18,0.06,0.08,3
2995,2021,IA,Adair Wind Farm,56810,41.4236,-94.665,WND,WIND,174.8,,125,0.1,0,0.19,0.02,0.17,0.07,0.04,11,0,34,6,55,68,26,19,0,30,16,46,65,31,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.22,0.02,0.28,0.15,0.17,0.06,0.08,3
2996,2021,IA,Adams Wind,59637,40.92,-94.671667,WND,WIND,154.3,,112,0.14,0,0.27,0.01,0.19,0.09,0.04,19,0,48,5,65,78,31,34,0,51,12,59,77,37,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.22,0.02,0.28,0.15,0.17,0.06,0.08,3
2997,2021,IA,AgriReNew,59181,41.691944,-90.866389,OBG,BIOMASS,1,,379,0.1,0,0.15,0.04,0.26,0.05,0.03,10,0,27,12,82,47,22,16,0,21,31,82,40,24,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.22,0.02,0.28,0.15,0.17,0.06,0.08,3
2998,2021,IA,Algona,1120,43.0733,-94.2392,DFO,OIL,16.1,,6148,0.19,0.01,0.3,0.07,0.26,0.07,0.06,30,61,55,19,82,69,41,54,77,60,46,82,67,52,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.22,0.02,0.28,0.15,0.17,0.06,0.08,3
2999,2021,IA,Allendorf,56215,43.4,-95.6333,WND,WIND,5.8,,117,0.14,0,0.17,0.1,0.14,0.05,0.07,18,0,31,24,43,52,43,32,0,26,56,33,47,55,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.22,0.02,0.28,0.15,0.17,0.06,0.08,3
3000,2021,IA,Alliant SBD 8501 Aegon LI,54714,42.02425,-91.70405,DFO,OIL,3.1,,45544,0.23,0.02,0.27,0.19,0.16,0.06,0.05,39,62,48,38,53,56,35,65,78,50,74,43,51,44,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.22,0.02,0.28,0.15,0.17,0.06,0.08,3
3001,2021,IA,Alliant SBD 8601 Quad Graphics,54720,41.7958,-92.0592,DFO,OIL,3.6,,2598,0.12,0.01,0.2,0.05,0.22,0.06,0.08,15,59,37,13,74,62,51,26,75,33,32,72,58,66,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.22,0.02,0.28,0.15,0.17,0.06,0.08,3
3002,2021,IA,Alliant SBD 8602 Marion Sub,54716,42.0289,-91.5975,DFO,OIL,5.6,,56999,0.16,0.01,0.21,0.11,0.17,0.07,0.04,23,57,37,25,57,65,28,42,73,34,58,49,61,33,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.22,0.02,0.28,0.15,0.17,0.06,0.08,3
